랜드마크,호텔이름,금액,평점,등급,링크
HollyWood_Sign,The Godfrey Hotel Hollywood,346879,3,3,https://www.booking.com/hotel/us/the-godfrey-hollywood.ko.html?aid=324796&label=the-godfrey-hollywood-7QN9nlFps%2AQVRB9Jv8XL4AS594264866355%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-641006014484%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YSz9NH8e0pLLfLFJut2P21A&sid=6e2648a823313c5b63533995d3cddf74&all_sr_blocks=449549901_0_2_0_0;checkin=2023-08-28;checkout=2023-08-29;dest_id=20014181;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=1;highlighted_blocks=449549901_0_2_0_0;hpos=1;matching_block_id=449549901_0_2_0_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=449549901_0_2_0_0__15700;srepoch=1692688783;srpvid=591b338674af02ae;type=total;ucfs=1&#hotelTmpl
HollyWood_Sign,Loews Hollywood Hotel,467031,4.3,4,https://www.booking.com/hotel/us/loews-hollywood-los-angeles.ko.html?aid=324796&label=loews-hollywood-los-angeles-Na6Cs76d%2ALxFgQTwp%2A1SywS624650082395%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342138710%3Akwd-52121303379%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YSz9NH8e0pLLfLFJut2P21A&sid=6e2648a823313c5b63533995d3cddf74&all_sr_blocks=44865613_372955943_2_42_0;checkin=2023-08-28;checkout=2023-08-29;dest_id=20014181;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=1;highlighted_blocks=44865613_372955943_2_42_0;hpos=1;matching_block_id=44865613_372955943_2_42_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=44865613_372955943_2_42_0__22865;srepoch=1692688839;srpvid=4dec33a26dfb0207;type=total;ucfs=1&#hotelTmpl
HollyWood_Sign,W Hollywood,541930,4.2,4,https://www.booking.com/hotel/us/w-hollywood.ko.html?aid=356980&label=gog235jc-1DCAso7AFCC3ctaG9sbHl3b29kSDNYA2h9iAEBmAEXuAEXyAEM2AED6AEBiAIBqAIDuAK6xJGnBsACAdICJGZjNDNlMmIyLWZiMWUtNDRhOC1iMmU5LWI1MjIxZDdlN2E5OdgCBOACAQ&sid=6e2648a823313c5b63533995d3cddf74&dist=0&group_adults=2&group_children=0&keep_landing=1&no_rooms=1&sb_price_type=total&type=total&
HollyWood_Sign,Hampton Inn & Suites Los Angeles/Hollywood,271546,4.3,2,https://www.booking.com/hotel/us/vagabond-inn-hollywood.ko.html?aid=356980&label=gog235jc-1DCAso7AFCFnZhZ2Fib25kLWlubi1ob2xseXdvb2RIM1gDaH2IAQGYARe4ARfIAQzYAQPoAQGIAgGoAgO4AtPFkacGwAIB0gIkZjc3NGQ3MDItMDYzOC00ZDE5LTg5ZjgtNTE5YTI5OTRhNWJk2AIE4AIB&sid=6e2648a823313c5b63533995d3cddf74&dist=0&group_adults=2&group_children=0&keep_landing=1&no_rooms=1&sb_price_type=total&type=total&
HollyWood_Sign,Samesun Hollywood,216367,4.1,2,https://www.booking.com/hotel/us/samesun-hollywood.en-gb.html?aid=311984&label=samesun-hollywood-%2AkEorEAngqAW8cuEaZK4oQS541104081244%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-144385835105%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YboIMJYQAPicrzwdxpGM5o8&sid=6e2648a823313c5b63533995d3cddf74&all_sr_blocks=0_0_2_0_0;checkin=2023-08-28;checkout=2023-08-29;dest_id=20014181;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=1;highlighted_blocks=0_0_2_0_0;hpos=1;matching_block_id=0_0_2_0_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=0_0_2_0_0__16819;srepoch=1692689141;srpvid=537a3439c7570055;type=total;ucfs=1&#hotelTmpl
HollyWood_Sign,Dream Hollywood,414875,4.2,4,https://www.booking.com/hotel/us/dream-hollywood.ko.html
HollyWood_Sign,Super 8 by Wyndham Hollywood/LA Area,200061,3.1,2,https://www.booking.com/hotel/us/super-8-hollywood.ko.html?aid=356980&label=gog235jc-1DCAso7AFCEXN1cGVyLTgtaG9sbHl3b29kSDNYA2h9iAEBmAEXuAEXyAEM2AED6AEBiAIBqAIDuAKlx5GnBsACAdICJDBlNmNlYWJiLTJiZmItNDcyMi1iYTM2LTQwYjBhMDlhNzJmOdgCBOACAQ&sid=6e2648a823313c5b63533995d3cddf74&dist=0&group_adults=2&group_children=0&keep_landing=1&no_rooms=1&sb_price_type=total&type=total&
London_Eye,Notting Hill Gate Hotel,135984,3.3,3,https://www.booking.com/hotel/gb/notting-hill-gate.en-gb.html?aid=356980&label=gog235jc-1DCAsoUEIRbm90dGluZy1oaWxsLWdhdGVIM1gDaH2IAQGYAQm4ARfIAQzYAQPoAQGIAgGoAgO4AuDHkacGwAIB0gIkZWMyODBjNmMtYzJiZi00MmYxLTkyYTQtZTNjYzIyZTc4OTE02AIE4AIB&sid=6e2648a823313c5b63533995d3cddf74&dist=0&group_adults=2&group_children=0&keep_landing=1&no_rooms=1&sb_price_type=total&type=total&
London_Eye,Mimi's Hotel Soho,261580,4.1,3,https://www.booking.com/hotel/gb/mimi-39-s-soho.en-gb.html?aid=311984&label=mimi-39-s-soho-x85iEUqjUiuiaSLkj3ckyQS392912988859%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-280717535216%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXwxhKG0pUU-mcMVT-JwQpc&sid=6e2648a823313c5b63533995d3cddf74&all_sr_blocks=196092906_93641194_0_0_0;checkin=2023-09-01;checkout=2023-09-02;dest_id=-2601889;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=1;highlighted_blocks=196092906_93641194_0_0_0;hpos=1;matching_block_id=196092906_93641194_0_0_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=196092906_93641194_0_0_0__16900;srepoch=1692689437;srpvid=ca8434cd294a01d5;type=total;ucfs=1&#hotelTmpl
London_Eye,"Shakespeare Hotel London, Paddington",194969,3.5,3,https://www.booking.com/hotel/gb/shakespeare-london.en-gb.html?aid=311984&label=shakespeare-london-hX8KFhrvAeQkmu9jhU0XWQS392910225531%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-12465038084%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=6e2648a823313c5b63533995d3cddf74&all_sr_blocks=26183406_88652274_2_2_0;checkin=2023-09-01;checkout=2023-09-02;dest_id=-2601889;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=1;highlighted_blocks=26183406_88652274_2_2_0;hpos=1;matching_block_id=26183406_88652274_2_2_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=26183406_88652274_2_2_0__9827;srepoch=1692689483;srpvid=c14334e46da400e8;type=total;ucfs=1&#hotelTmpl
London_Eye,London Marriott Hotel County Hall,1139131,4.4,5,https://www.booking.com/hotel/gb/london-marriott-county-hall.en-gb.html
London_Eye,London Waterloo Hostel,98304,3,2,https://www.booking.com/hotel/gb/london-eye-hostel.en-gb.html?aid=311984&label=london-eye-hostel-gTA0oUas_bP0YIWn8%2AXcUwS253746227406%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-18902911235%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=6e2648a823313c5b63533995d3cddf74&all_sr_blocks=27030605_373902096_3_0_0;checkin=2023-09-01;checkout=2023-09-02;dest_id=-2601889;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=1;highlighted_blocks=27030605_373902096_3_0_0;hpos=1;matching_block_id=27030605_373902096_3_0_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=27030605_373902096_3_0_0__13050;srepoch=1692689570;srpvid=33f5350ff33102cc;type=total;ucfs=1&#hotelTmpl
London_Eye,Strand Palace,404024,4,4,https://www.booking.com/hotel/gb/strandpalace.ko.html?aid=324796&label=strandpalace-fG_F7W9Eo2sT3rExQjIMxQS366521582596%3Apl%3Ata%3Ap1%3Ap21%2C113%2C000%3Aac%3Aap%3Aneg%3Afi%3Atiaud-1110454565467%3Akwd-38689651%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YdzvEsd293RqtZ_wZgTZ0W0&sid=6e2648a823313c5b63533995d3cddf74&all_sr_blocks=23080235_184260664_0_2_0;checkin=2023-09-01;checkout=2023-09-02;dest_id=-2601889;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=1;highlighted_blocks=23080235_184260664_0_2_0;hpos=1;matching_block_id=23080235_184260664_0_2_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=23080235_184260664_0_2_0__17345;srepoch=1692689612;srpvid=ae293524c07a0046;type=total;ucfs=1&#hotelTmpl
London_Eye,"The Rose & Crown, London Bridge (PUBLOVE)",76568,4.2,1,https://www.booking.com/hotel/gb/publove-the-rose-amp-crown.en-gb.html?aid=311984&label=publove-the-rose-amp-crown-hjcDli%2A3ciCLuO7Fm9dcTwS589978710669%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-852035531010%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YTQUGSsRwx9_3qo3uPTHyoo&sid=6e2648a823313c5b63533995d3cddf74&all_sr_blocks=499162505_0_2_0_0;checkin=2023-09-01;checkout=2023-09-02;dest_id=-2601889;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=1;highlighted_blocks=499162505_0_2_0_0;hpos=1;matching_block_id=499162505_0_2_0_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=499162505_0_2_0_0__8166;srepoch=1692689662;srpvid=5252353d85da01ac;type=total;ucfs=1&#hotelTmpl
London_Eye,Zedwell Piccadilly Circus,258508,4,3,https://www.booking.com/hotel/gb/zedwell-trocadero.en-gb.html?aid=311984&label=zedwell-trocadero-1-ag%2Anjt8HMJf05orslt7WvQS625028807196%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-1594460385247%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&sid=6e2648a823313c5b63533995d3cddf74&all_sr_blocks=569724102_217452649_0_0_0;checkin=2023-09-01;checkout=2023-09-02;dest_id=-2601889;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=1;highlighted_blocks=569724102_217452649_0_0_0;hpos=1;matching_block_id=569724102_217452649_0_0_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=569724102_217452649_0_0_0__12950;srepoch=1692689712;srpvid=d70f35560e1504d4;type=total;ucfs=1&#hotelTmpl
London_Eye,Premier Inn London Tolworth hotel,110933,3.9,3,https://www.tripadvisor.com/Hotel_Review-g186338-d13074194-Reviews-Premier_Inn_London_Tolworth-London_England.html
London_Eye,"Point A London, Paddington",398932,4,3,https://www.booking.com/hotel/gb/point-a-hotel-london-paddington.en-gb.html?aid=311984&label=tune-london-paddington-2HB4m5sa8J6hB93PjhomHQS286563336669%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-305817194097%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXwxhKG0pUU-mcMVT-JwQpc&sid=6e2648a823313c5b63533995d3cddf74&all_sr_blocks=158034505_180155593_0_0_0;checkin=2023-09-01;checkout=2023-09-02;dest_id=-2601889;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=1;highlighted_blocks=158034505_180155593_0_0_0;hpos=1;matching_block_id=158034505_180155593_0_0_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=158034505_180155593_0_0_0__14812;srepoch=1692689863;srpvid=580435a274a002c7;type=total;ucfs=1&#hotelTmpl
London_Eye,Park Plaza London Waterloo,458331,4.3,4,https://www.booking.com/hotel/gb/park-plaza-waterloo-london.en-gb.html
Colosseum,호텔 카포 데아 프리카,249429,4.5,4,https://www.booking.com/hotel/it/capo-d-africa.en-gb.html?aid=2225034&label=cuform-city-backlclik2-direct-2023-08-22_09%3A41%3A03-ct_ntab-whotel-hotel_capo_d_frica_colosseo-wz61wI3gPpi4ZcjkJ-bt302-desktop&sid=6e2648a823313c5b63533995d3cddf74&all_sr_blocks=8551602_88159575_2_2_0;checkin=2023-08-23;checkout=2023-08-24;dcs_click=1;dest_id=-126693;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=1;highlighted_blocks=8551602_88159575_2_2_0;hpos=1;matching_block_id=8551602_88159575_2_2_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=8551602_88159575_2_2_0__21620;srepoch=1692690103;srpvid=eb6f361abf060206;type=total;ucfs=1&#hotelTmpl
Colosseum,임페리얼 룸스,243613,4.2,3,https://www.booking.com/hotel/it/imperial-rooms.ko.html?aid=324796&label=imperial-rooms-padh19YPfHDLoeZmsysexQS406645650682%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342138710%3Akwd-48698995156%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YdzvEsd293RqtZ_wZgTZ0W0&sid=6e2648a823313c5b63533995d3cddf74&all_sr_blocks=1652307_376093477_3_0_0;checkin=2023-08-23;checkout=2023-08-24;dest_id=-126693;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=1;highlighted_blocks=1652307_376093477_3_0_0;hpos=1;matching_block_id=1652307_376093477_3_0_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=1652307_376093477_3_0_0__18500;srepoch=1692690143;srpvid=6042362e1bc10003;type=total;ucfs=1&#hotelTmpl
Colosseum,FH 그랜드 호텔,311625,4.2,4,https://www.booking.com/hotel/it/gandhtelplatino.ko.html?aid=1288395&label=metagha-link-LUKR-hotel-80732_dev-desktop_los-1_bw-1_dow-Wednesday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-6641365084_mcid-10_ppa-0_clrid-0_ad-1_gstkid-0_checkin-20230823__lp-1009871_r-8515859121773399376&sid=6e2648a823313c5b63533995d3cddf74&all_sr_blocks=8073207_365783145_0_2_0;checkin=2023-08-23;checkout=2023-08-24;dest_id=-126693;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=1;highlighted_blocks=8073207_365783145_0_2_0;hpos=1;matching_block_id=8073207_365783145_0_2_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=8073207_365783145_0_2_0__24642;srepoch=1692690264;srpvid=7465366ad0aa016c;type=total;ucfs=1&#hotelTmpl
Colosseum,프로푸모 메종 도테,146775,4.4,3,https://www.booking.com/hotel/it/profumo-maison-d-htes.ko.html?aid=324796&label=profumo-maison-d-htes-TsyEBKoJIjDfGu2T2G5s6gS366384026070%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-113911882670%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YdzvEsd293RqtZ_wZgTZ0W0&sid=6e2648a823313c5b63533995d3cddf74&checkin=2023-08-23;checkout=2023-08-24;dest_id=-126693;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=1;hpos=1;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;soh=1;sr_order=popularity;srepoch=1692690301;srpvid=525f367db6e9016a;type=total;ucfs=1&#no_availability_msg
Colosseum,머큐어 로마 센트로 콜로세오,333242,4.3,4,https://www.booking.com/hotel/it/mercure-delta-colosseo.ko.html
Colosseum,레지던스 막시무스,172523,3.7,3,https://www.booking.com/hotel/it/residence-maximus.ko.html?aid=356980&label=gog235jc-1DCAsocUIRcmVzaWRlbmNlLW1heGltdXNIM1gDaH2IAQGYARe4ARfIAQzYAQPoAQGIAgGoAgO4AtDPkacGwAIB0gIkYzczMzM4ZjQtNjhkYS00NmU0LTk1YTEtNzhlYTc3YjdhMWI22AIE4AIB&sid=6e2648a823313c5b63533995d3cddf74&dist=0&group_adults=2&group_children=0&keep_landing=1&no_rooms=1&sb_price_type=total&type=total&
Colosseum,호텔 랑셀로트,222071,4.6,4,https://www.booking.com/hotel/it/lancelot.ko.html?aid=324796&label=lancelot-XEJfvajPs82iNz4sa2wOQwS406623364932%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342138710%3Akwd-32313895786%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YdzvEsd293RqtZ_wZgTZ0W0&sid=6e2648a823313c5b63533995d3cddf74&checkin=2023-08-23;checkout=2023-08-24;dest_id=-126693;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=1;hpos=1;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;soh=1;sr_order=popularity;srepoch=1692690435;srpvid=81d736c026ee00d5;type=total;ucfs=1&#no_availability_msg
Colosseum,호텔 솔리스,232336,3.9,3,https://kr.trip.com/hotels/rome-hotel-detail-2944883/hotel-solis/
Colosseum,나키사 인,190796,3.6,3,https://www.booking.com/hotel/it/nakissa-inn.ko.html
Colosseum,호텔 파바,265034,4.5,2,https://www.booking.com/hotel/it/paba.ko.html
CN_Tower,토론토 메리어트 시티 센터 호텔,339727,4.4,4,https://www.booking.com/hotel/ca/renaissance-toronto-downtown.ko.html
CN_Tower,힐튼 토론토,314087,4.2,4,https://www.booking.com/hotel/ca/hilton-toronto.ko.html
CN_Tower,하얏트 리젠시 토론토,375483,4.2,4,https://www.booking.com/hotel/ca/hyatt-regency-toronto.ko.html
CN_Tower,델타 호텔스 바이 메리어트 토론토,531171,4.6,4,https://www.booking.com/hotel/ca/delta-toronto-southcore-financial-centre.ko.html
CN_Tower,레디슨 어드미럴 토론토 하버프론트,422064,4.3,4,https://kr.trip.com/hotels/toronto-hotel-detail-2471776/radisson-admiral-toronto-harbourfront/
CN_Tower,페어몬트 로열 요크 호텔,384082,4.5,5,https://www.booking.com/hotel/ca/fairmont-royal-york.ko.html
CN_Tower,더 리츠 칼튼 토론토,880130,4.6,5,https://www.booking.com/hotel/ca/the-ritz-carlton-toronto.ko.html
CN_Tower,쉐라톤 센터 토론토 호텔,436457,4.3,4,https://www.booking.com/hotel/ca/sheraton-centre.ko.html
CN_Tower,노보텔 토론토 센터,260252,4.2,4,https://www.booking.com/hotel/ca/toronto-centre.ko.html
CN_Tower,르 제르맹 호텔 메이플 리프 스퀘어,477609,4.6,4,https://www.booking.com/hotel/ca/le-germain-maple-leaf-square.ko.html?aid=324796&label=le-germain-maple-leaf-square-I4zwO0asEb_1nS6oMrXNuwS630456805102%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342138710%3Akwd-303230414368%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YSz9NH8e0pLLfLFJut2P21A&sid=6e2648a823313c5b63533995d3cddf74&all_sr_blocks=37105301_142146240_2_0_0;checkin=2023-08-23;checkout=2023-08-24;dest_id=-574890;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=1;highlighted_blocks=37105301_142146240_2_0_0;hpos=1;matching_block_id=37105301_142146240_2_0_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=37105301_142146240_2_0_0__45900;srepoch=1692690809;srpvid=eeac377b82e004d8;type=total;ucfs=1&#hotelTmpl
Christ_the_Redeemer,JW 메리어트 호텔 리우 데 자네이루,478150,4.6,5,https://www.booking.com/hotel/br/jw-marriott-rio-de-janeiro.ko.html
Christ_the_Redeemer,호텔 아틀란티코 트래블 코파카바나,230142,4,4,https://www.booking.com/hotel/br/atlantico-travel-copacabana.ko.html
Christ_the_Redeemer,마제스틱 리우 팰리스 호텔,78688,4.1,3,https://www.booking.com/hotel/br/majestic-rio-palace.ko.html
Christ_the_Redeemer,인조이 호스텔,72687,4.7,2,http://injoy-hostel.hotels-brazil.net/ko/
Christ_the_Redeemer,마르 팰리스 코파카바나 호텔,140080,4.4,4,https://www.booking.com/hotel/br/mar-palace-copacabana.ko.html
Christ_the_Redeemer,아메리카스 코파카바나 호텔,140901,4.4,4,https://www.booking.com/hotel/br/america-copacabana.ko.html
Christ_the_Redeemer,프리미어 코바카바나 호텔,117757,4.1,3,https://www.booking.com/hotel/br/premier-copacabana.ko.html
Christ_the_Redeemer,밤부 리우 호스텔,33283,4.1,2,https://kr.trip.com/hotels/rio-de-janeiro-hotel-detail-4372428/bamboo-rio-hostel/
Christ_the_Redeemer,호텔 아스토리아 코바카바나,101215,4.2,3,https://www.booking.com/hotel/br/astoria-copacabana.ko.html
Christ_the_Redeemer,올린다 리우 호텔,144150,4.4,3,https://www.booking.com/hotel/br/olinda-classic.ko.html
Christ_the_Redeemer,호텔 반데이란테스,107617,4.1,3,https://www.booking.com/hotel/br/bandeirantes.ko.html
Deoksugung,호텔스카이 파크 명동 2호점,88736,4,3,https://www.booking.com/hotel/kr/skypark-myeongdong-2.ko.html
Deoksugung,밀리오레호텔 명동,87336,3.4,4,https://www.booking.com/hotel/kr/loisir-seoul-myeongdong.ko.html
Deoksugung,프레지던트 호텔,121888,4,4,https://www.booking.com/hotel/kr/president.ko.html?aid=324796&label=president-SyTr407OkrevRwpWGOd%2AEgS366353710486%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342138710%3Akwd-4901203762%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6jsyF6ZiBpNI&sid=6e2648a823313c5b63533995d3cddf74&all_sr_blocks=71699801_190335226_2_2_0;checkin=2023-08-23;checkout=2023-08-24;dest_id=-716583;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=1;highlighted_blocks=71699801_190335226_2_2_0;hpos=1;matching_block_id=71699801_190335226_2_2_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=71699801_190335226_2_2_0__15919938;srepoch=1692691337;srpvid=4d9c3883d3ea0282;type=total;ucfs=1&#hotelTmpl
Deoksugung,호텔 그레이스리 서울,125199,4.3,4,https://www.booking.com/hotel/kr/gracery-seoul.ko.html?aid=324796&label=gracery-seoul-o5nixoEwIxNdKchLq2GgJAS366612602591%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-1110454565467%3Akwd-536154592717%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUBh8MufZgNFHpck8Hnzcw0&sid=6e2648a823313c5b63533995d3cddf74&all_sr_blocks=349517723_375219615_0_10_0;checkin=2023-08-23;checkout=2023-08-24;dest_id=-716583;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=1;highlighted_blocks=349517723_375219615_0_10_0;hpos=1;matching_block_id=349517723_375219615_0_10_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=349517723_375219615_0_10_0__17832802;srepoch=1692691370;srpvid=dade3893f0ad0153;type=total;ucfs=1&#hotelTmpl
Deoksugung,라마다 호텔앤스위트 바이 윈덤 서울 남대문,92430,3.9,4,https://www.booking.com/hotel/kr/ramada-and-suites-seoul-namdaemun.ko.html
Deoksugung,코리아나 호텔,143683,4,4,https://www.booking.com/hotel/kr/koreana.ko.html?aid=324796&label=koreana-Rg6_C3849Vx2V6I7FO_oDAS260498291493%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342138710%3Akwd-6506650382%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6jsyF6ZiBpNI&sid=6e2648a823313c5b63533995d3cddf74&all_sr_blocks=9920522_372774261_2_10_0;checkin=2023-08-23;checkout=2023-08-24;dest_id=-716583;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=1;highlighted_blocks=9920522_372774261_2_10_0;hpos=1;matching_block_id=9920522_372774261_2_10_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=9920522_372774261_2_10_0__21000000;srepoch=1692691439;srpvid=6d7138b6b52c005c;type=total;ucfs=1&#hotelTmpl
Deoksugung,신라스테이 서대문,136560,4.1,4,https://www.booking.com/hotel/kr/shilla-stay-seodaemun.ko.html
Deoksugung,뉴서울 호텔,100000,3.8,3,https://www.booking.com/hotel/kr/best-western-new-seoul.ko.html?aid=324796&label=best-western-new-seoul-r9yKzXm6lWcCB3gURJOe4AS502013080473%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342138710%3Akwd-33150536098%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6jsyF6ZiBpNI&sid=6e2648a823313c5b63533995d3cddf74&all_sr_blocks=46663704_0_2_0_0;checkin=2023-08-23;checkout=2023-08-24;dest_id=-716583;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=1;highlighted_blocks=46663704_0_2_0_0;hpos=1;matching_block_id=46663704_0_2_0_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=46663704_0_2_0_0__14170812;srepoch=1692691491;srpvid=b2a438d0bd8d00f1;type=total;ucfs=1&#hotelTmpl
Deoksugung,나인트리 프리미어 호텔 인사동,122214,4.5,4,https://www.booking.com/hotel/kr/nine-tree-premier-insadong.ko.html
Deoksugung,소테츠 호텔즈 더 스프라지르 서울 명동,100500,4,4,https://www.booking.com/hotel/kr/the-m-seoul.ko.html
Deoksugung,호텔스카이 파크 센트럴 명동점,98196,4,4,https://www.booking.com/hotel/kr/skypark-central-myeongdong.ko.html
Dome_of_the_Rock,하시미 호텔,167218,4.4,3,https://www.booking.com/hotel/il/hashimi.ko.html
